Id,FirstName,LastName,ProductName,Price,Quantity,TotalPrice,OrderDate
20961,Fatma,Tekin,Karamelli Pasta,442.98,1,442.98,2025-01-02 03:00:00+03
20975,Mehmet,Şahin,Yaş Pasta,174.93,1,174.93,2025-01-13 03:00:00+03
20993,Cem,Koç,Revani,435.4,1,435.4,2025-01-15 03:00:00+03
20998,Hüseyin,Demir,Revani,245.6,1,245.6,2025-01-20 03:00:00+03
20999,Serkan,Yılmaz,Çavdar Ekmeği,221.18,1,221.18,2025-01-06 03:00:00+03
21000,Elif,Kara,Sarma,221.03,1,221.03,2025-01-21 03:00:00+03
20574,Murat,Kılıç,Köy Ekmeği,417.35,1,417.35,2025-05-02 03:00:00+03
20613,Hatice,Koç,Sütlaç,302.19,1,302.19,2025-05-02 03:00:00+03
20978,Ali,Özkan,Poğaça,57.03,9,513.27,2025-05-13 03:00:00+03
20992,Hüseyin,Taş,Kuru Pasta,16.46,5,82.3,2025-05-13 03:00:00+03
20994,Rabia,Güneş,Karamelli Pasta,212.04,1,212.04,2025-05-13 03:00:00+03
21961,Kemal,Yavuz,Peynirli Börek,251.59,10,2515.9,2025-05-19 03:00:00+03
21653,Hüseyin,Doğan,Su Böreği,286.39,9,2577.51,2025-05-19 03:00:00+03
21509,Ayşe,Polat,Meyveli Pasta,129.0,5,645.0,2025-05-19 03:00:00+03
21543,Onur,Aydın,Kuru Pasta,194.95,4,779.8,2025-05-19 03:00:00+03
21557,Fatma,Demir,Meyveli Pasta,244.37,5,1221.85,2025-05-19 03:00:00+03
21568,Hatice,Yılmaz,Tam Buğday Ekmeği,325.05,10,3250.5,2025-05-19 03:00:00+03
21582,Serkan,Yılmaz,Sarma,200.29,1,200.29,2025-05-19 03:00:00+03
21605,Fatma,Aksoy,Meyveli Pasta,376.55,8,3012.4,2025-05-19 03:00:00+03
22009,Ahmet,Yavuz,Kuru Pasta,376.55,5,1882.75,2025-05-19 03:00:00+03
22044,Ali,Çelik,Çikolatalı Kurabiye,390.46,9,3514.14,2025-05-19 03:00:00+03
22049,Hüseyin,Aydın,Kazandibi,405.47,3,1216.41,2025-05-19 03:00:00+03
22051,Ayşe,Aydın,Köy Ekmeği,249.84,2,499.68,2025-05-19 03:00:00+03
22061,Kemal,Tekin,Kadayıf,406.35,10,4063.5,2025-05-30 03:00:00+03
22062,Yusuf,Şahin,Patatesli Börek,273.61,4,1094.44,2025-05-30 03:00:00+03
22077,Elif,Tekin,Kuru Pasta,256.9,5,1284.5,2025-05-30 03:00:00+03
22106,Selin,Taş,Karamelli Pasta,283.67,9,2553.03,2025-05-30 03:00:00+03
22121,Zeynep,Yavuz,Tam Buğday Ekmeği,375.77,10,3757.7,2025-05-30 03:00:00+03
22181,Hasan,Özkan,Çikolatalı Pasta,66.68,10,666.8,2025-05-30 03:00:00+03
22192,Fatma,Şahin,Simit,91.91,5,459.55,2025-05-30 03:00:00+03
22199,Selin,Şahin,Açma,473.84,10,4738.4,2025-05-30 03:00:00+03
22251,Hüseyin,Yavuz,Kadayıf,90.97,5,454.85,2025-05-30 03:00:00+03
22254,Hüseyin,Özkan,Tereyağlı Kurabiye,466.8,4,1867.2,2025-05-30 03:00:00+03
22299,Fatma,Güneş,Kıymalı Börek,461.82,4,1847.28,2025-05-30 03:00:00+03
22399,Cem,Aksoy,Sarma,444.33,8,3554.64,2025-05-30 03:00:00+03
22513,Mehmet,Özkan,Su Böreği,337.57,5,1687.85,2025-05-30 03:00:00+03
22549,Aslı,Erdoğan,Açma,478.87,3,1436.61,2025-05-30 03:00:00+03
22595,Ahmet,Yavuz,Poğaça,473.89,6,2843.34,2025-05-30 03:00:00+03
22656,Emine,Kara,Patatesli Börek,344.26,1,344.26,2025-05-30 03:00:00+03
22675,Serkan,Kılıç,Simit,394.06,8,3152.48,2025-05-30 03:00:00+03
22706,Ahmet,Şahin,Şöbiyet,38.98,3,116.94,2025-05-30 03:00:00+03
22825,Yusuf,Şahin,Şöbiyet,454.26,1,454.26,2025-05-30 03:00:00+03
22852,Emine,Tekin,Meyveli Pasta,474.73,2,949.46,2025-05-30 03:00:00+03
22882,Mehmet,Özkan,Köy Ekmeği,281.75,8,2254.0,2025-05-30 03:00:00+03
22929,Onur,Öztürk,Kazandibi,255.25,6,1531.5,2025-05-30 03:00:00+03
22964,Ali,Taş,Baklava,185.89,7,1301.23,2025-05-30 03:00:00+03
22988,Zeynep,Tekin,Çikolatalı Kurabiye,460.99,10,4609.9,2025-05-30 03:00:00+03
22996,Kemal,Güneş,Çikolatalı Kurabiye,389.78,2,779.56,2025-05-30 03:00:00+03
23070,Ayşe,Taş,Sarma,46.04,6,276.24,2025-05-30 03:00:00+03
23083,Ali,Erdoğan,Meyveli Pasta,401.43,6,2408.58,2025-05-30 03:00:00+03
23096,Aslı,Özkan,Simit,277.13,1,277.13,2025-05-30 03:00:00+03
23121,Hasan,Çelik,Baklava,171.52,3,514.56,2025-05-30 03:00:00+03
23136,Emine,Güneş,Açma,230.97,5,1154.85,2025-05-30 03:00:00+03
23163,Mehmet,Kara,Baklava,366.87,5,1834.35,2025-05-30 03:00:00+03
23221,Yusuf,Öztürk,Köy Ekmeği,190.9,6,1145.4,2025-05-30 03:00:00+03
23279,Zeynep,Taş,Revani,375.72,3,1127.16,2025-05-30 03:00:00+03
23317,Hüseyin,Kılıç,Çikolatalı Pasta,40.36,7,282.52,2025-05-30 03:00:00+03
23318,Fatma,Aydın,Tereyağlı Kurabiye,380.54,9,3424.86,2025-05-30 03:00:00+03
23510,Emine,Arslan,Peynirli Börek,238.38,9,2145.42,2025-05-30 03:00:00+03
23571,Kemal,Kılıç,Baklava,472.23,3,1416.69,2025-05-30 03:00:00+03
23794,Serkan,Öztürk,Açma,81.68,5,408.4,2025-05-30 03:00:00+03
24011,Hatice,Öztürk,Şöbiyet,407.35,4,1629.4,2025-05-28 03:00:00+03
24033,Aslı,Kılıç,Su Böreği,332.16,7,2325.12,2025-05-28 03:00:00+03
24066,Kemal,Kılıç,Kuru Pasta,421.77,6,2530.62,2025-05-28 03:00:00+03
24109,Hasan,Güneş,Kıymalı Börek,411.18,1,411.18,2025-05-28 03:00:00+03
24122,Zeynep,Kılıç,Revani,221.21,4,884.84,2025-05-28 03:00:00+03
24149,Emine,Taş,Çavdar Ekmeği,147.23,8,1177.84,2025-05-28 03:00:00+03
24151,Zeynep,Yavuz,Pastane Kurabiyesi,256.59,1,256.59,2025-05-28 03:00:00+03
24159,Ali,Demir,Çavdar Ekmeği,280.07,7,1960.49,2025-05-28 03:00:00+03
24164,Mehmet,Arslan,Simit,90.04,3,270.12,2025-05-28 03:00:00+03
24198,Aslı,Polat,Çikolatalı Pasta,387.13,6,2322.78,2025-05-28 03:00:00+03
24199,Onur,Yılmaz,Karamelli Pasta,99.27,4,397.08,2025-05-28 03:00:00+03
24204,Fatma,Kara,Çikolatalı Pasta,377.65,7,2643.55,2025-05-28 03:00:00+03
24258,Cem,Yıldız,Çavdar Ekmeği,197.89,1,197.89,2025-05-28 03:00:00+03
24279,Mehmet,Özkan,Tereyağlı Kurabiye,389.05,1,389.05,2025-05-28 03:00:00+03
24298,Cem,Güneş,Kadayıf,469.39,9,4224.51,2025-05-28 03:00:00+03
24328,Ali,Doğan,Revani,489.76,7,3428.32,2025-05-28 03:00:00+03
24329,Serkan,Öztürk,Karamelli Pasta,160.39,5,801.95,2025-05-28 03:00:00+03
24359,Elif,Çelik,Tam Buğday Ekmeği,267.0,8,2136.0,2025-05-28 03:00:00+03
24384,Rabia,Demir,Çavdar Ekmeği,363.19,10,3631.9,2025-05-28 03:00:00+03
24419,Ayşe,Doğan,Karamelli Pasta,309.15,3,927.45,2025-05-28 03:00:00+03
24450,Serkan,Demir,Çavdar Ekmeği,162.89,4,651.56,2025-05-28 03:00:00+03
24487,Selin,Şahin,Revani,169.29,6,1015.74,2025-05-28 03:00:00+03
24509,Elif,Demir,Tereyağlı Kurabiye,474.33,9,4268.97,2025-05-28 03:00:00+03
24510,Emine,Öztürk,Çikolatalı Pasta,152.63,5,763.15,2025-05-28 03:00:00+03
24511,Emine,Polat,Tereyağlı Kurabiye,252.24,6,1513.44,2025-05-28 03:00:00+03
24518,Ahmet,Arslan,Köy Ekmeği,294.4,5,1472.0,2025-05-28 03:00:00+03
24573,Cem,Yavuz,Revani,330.96,3,992.88,2025-05-28 03:00:00+03
24639,Onur,Kara,Çavdar Ekmeği,26.68,6,160.08,2025-05-28 03:00:00+03
24644,Murat,Yıldız,Tereyağlı Kurabiye,99.38,2,198.76,2025-05-28 03:00:00+03
24674,Yusuf,Öztürk,Peynirli Börek,79.15,1,79.15,2025-05-28 03:00:00+03
24774,Ayşe,Taş,Tereyağlı Kurabiye,235.58,1,235.58,2025-05-28 03:00:00+03
24796,Ahmet,Aydın,Şöbiyet,319.93,2,639.86,2025-05-28 03:00:00+03
24834,Emine,Yıldız,Tam Buğday Ekmeği,280.3,10,2803.0,2025-05-28 03:00:00+03
24860,Fatma,Koç,Kazandibi,347.88,3,1043.64,2025-05-28 03:00:00+03
24870,Yusuf,Demir,Tam Buğday Ekmeği,115.4,3,346.2,2025-05-28 03:00:00+03
24878,Hatice,Demir,Peynirli Börek,220.26,4,881.04,2025-05-28 03:00:00+03
24881,Onur,Yılmaz,Meyveli Pasta,165.29,5,826.45,2025-05-28 03:00:00+03
24971,Zeynep,Özkan,Açma,274.24,2,548.48,2025-05-28 03:00:00+03
24991,Ayşe,Yılmaz,Sarma,468.57,3,1405.71,2025-05-28 03:00:00+03
25009,Hüseyin,Güneş,Kadayıf,204.63,3,613.89,2025-05-22 03:00:00+03
25076,Hatice,Erdoğan,Sarma,483.75,9,4353.75,2025-05-22 03:00:00+03
25142,Yusuf,Tekin,Kuru Pasta,199.53,6,1197.18,2025-05-22 03:00:00+03
25151,Hüseyin,Kılıç,Ispanaklı Börek,50.49,5,252.45,2025-05-22 03:00:00+03
25175,Hatice,Özkan,Çikolatalı Pasta,128.92,4,515.68,2025-05-22 03:00:00+03
25177,Cem,Demir,Ispanaklı Börek,397.76,9,3579.84,2025-05-22 03:00:00+03
25193,Rabia,Erdoğan,Peynirli Börek,235.79,9,2122.11,2025-05-22 03:00:00+03
25200,Hatice,Özkan,Kadayıf,441.98,6,2651.88,2025-05-22 03:00:00+03
25213,Elif,Arslan,Simit,266.76,5,1333.8,2025-05-22 03:00:00+03
25280,Aslı,Doğan,Çavdar Ekmeği,269.34,10,2693.4,2025-05-22 03:00:00+03
25319,Emine,Tekin,Simit,132.32,4,529.28,2025-05-22 03:00:00+03
25357,Hüseyin,Koç,Baklava,358.36,9,3225.24,2025-05-22 03:00:00+03
25393,Yusuf,Doğan,Tereyağlı Kurabiye,209.84,2,419.68,2025-05-22 03:00:00+03
25399,Yusuf,Kara,Kadayıf,362.6,8,2900.8,2025-05-22 03:00:00+03
25417,Hasan,Çelik,Şöbiyet,224.18,6,1345.08,2025-05-22 03:00:00+03
25440,Zeynep,Tekin,Pastane Kurabiyesi,446.92,4,1787.68,2025-05-22 03:00:00+03
25451,Elif,Yavuz,Su Böreği,327.89,3,983.67,2025-05-22 03:00:00+03
25456,Cem,Koç,Kıymalı Börek,325.94,2,651.88,2025-05-22 03:00:00+03
25477,Hasan,Çelik,Çikolatalı Kurabiye,168.28,8,1346.24,2025-05-22 03:00:00+03
25493,Hatice,Polat,Açma,375.11,2,750.22,2025-05-22 03:00:00+03
25502,Emine,Doğan,Meyveli Pasta,215.9,8,1727.2,2025-05-22 03:00:00+03
25508,Elif,Güneş,Kıymalı Börek,246.52,7,1725.64,2025-05-22 03:00:00+03
25515,Aslı,Aydın,Simit,97.09,10,970.9,2025-05-22 03:00:00+03
25556,Onur,Yıldız,Karamelli Pasta,149.94,3,449.82,2025-05-22 03:00:00+03
25565,Kemal,Şahin,Kadayıf,487.21,2,974.42,2025-05-22 03:00:00+03
25599,Kemal,Doğan,Karamelli Pasta,170.2,2,340.4,2025-05-22 03:00:00+03
25600,Ahmet,Kara,Çikolatalı Pasta,86.45,2,172.9,2025-05-22 03:00:00+03
25649,Serkan,Güneş,Tam Buğday Ekmeği,65.94,1,65.94,2025-05-22 03:00:00+03
25678,Zeynep,Şahin,Kuru Pasta,410.4,1,410.4,2025-05-22 03:00:00+03
25694,Ahmet,Tekin,Kıymalı Börek,86.29,6,517.74,2025-05-22 03:00:00+03
25700,Hatice,Şahin,Çavdar Ekmeği,106.9,8,855.2,2025-05-22 03:00:00+03
25740,Ayşe,Taş,Karamelli Pasta,497.0,10,4970.0,2025-05-22 03:00:00+03
25756,Emine,Şahin,Pastane Kurabiyesi,156.3,3,468.9,2025-05-22 03:00:00+03
25758,Selin,Kılıç,Çikolatalı Pasta,107.06,1,107.06,2025-05-22 03:00:00+03
25837,Yusuf,Kılıç,Pastane Kurabiyesi,181.6,3,544.8,2025-05-22 03:00:00+03
25838,Hüseyin,Kılıç,Çikolatalı Pasta,184.03,1,184.03,2025-05-22 03:00:00+03
25996,Ali,Aydın,Çavdar Ekmeği,248.63,3,745.89,2025-05-22 03:00:00+03
26023,Kemal,Demir,Kıymalı Börek,70.62,10,706.2,2025-05-22 03:00:00+03
26056,Rabia,Çelik,Köy Ekmeği,332.54,3,997.62,2025-05-22 03:00:00+03
26171,Yusuf,Şahin,Ispanaklı Börek,325.61,1,325.61,2025-05-22 03:00:00+03
26213,Zeynep,Doğan,Karamelli Pasta,185.79,3,557.37,2025-05-22 03:00:00+03
26214,Emine,Aksoy,Sarma,325.45,8,2603.6,2025-05-22 03:00:00+03
26226,Elif,Doğan,Sütlaç,145.05,4,580.2,2025-05-22 03:00:00+03
26234,Hüseyin,Özkan,Kadayıf,110.13,9,991.17,2025-05-22 03:00:00+03
26293,Hatice,Erdoğan,Su Böreği,400.69,7,2804.83,2025-05-22 03:00:00+03
26302,Ayşe,Yıldız,Kıymalı Börek,69.0,9,621.0,2025-05-22 03:00:00+03
26303,Hatice,Koç,Kazandibi,300.07,1,300.07,2025-05-22 03:00:00+03
26322,Murat,Erdoğan,Poğaça,492.41,2,984.82,2025-05-22 03:00:00+03
26402,Zeynep,Koç,Pastane Kurabiyesi,491.32,3,1473.96,2025-05-22 03:00:00+03
26432,Serkan,Polat,Ispanaklı Börek,483.37,6,2900.22,2025-05-22 03:00:00+03
26446,Selin,Doğan,Köy Ekmeği,17.46,3,52.38,2025-05-22 03:00:00+03
26480,Kemal,Şahin,Revani,220.55,4,882.2,2025-05-22 03:00:00+03
26482,Hatice,Erdoğan,Peynirli Börek,367.07,10,3670.7,2025-05-22 03:00:00+03
26802,Hasan,Koç,Peynirli Börek,419.37,7,2935.59,2025-05-22 03:00:00+03
26872,Rabia,Çelik,Meyveli Pasta,372.45,7,2607.15,2025-05-22 03:00:00+03
26915,Elif,Şahin,Çikolatalı Kurabiye,391.2,5,1956.0,2025-05-22 03:00:00+03
26942,Murat,Arslan,Pastane Kurabiyesi,434.34,7,3040.38,2025-05-22 03:00:00+03
26980,Mehmet,Kara,Çavdar Ekmeği,151.77,5,758.85,2025-05-22 03:00:00+03
27086,Hatice,Kara,Kuru Pasta,264.83,5,1324.15,2025-05-22 03:00:00+03
27112,Ali,Güneş,Pastane Kurabiyesi,250.93,10,2509.3,2025-05-22 03:00:00+03
27120,Ali,Erdoğan,Karamelli Pasta,168.51,6,1011.06,2025-05-22 03:00:00+03
27130,Murat,Koç,Tam Buğday Ekmeği,252.99,9,2276.91,2025-05-22 03:00:00+03
27180,Elif,Çelik,Şöbiyet,243.6,2,487.2,2025-05-22 03:00:00+03
27186,Ali,Taş,Pastane Kurabiyesi,86.12,2,172.24,2025-05-22 03:00:00+03
27190,Onur,Kılıç,Sütlaç,348.75,6,2092.5,2025-05-22 03:00:00+03
27209,Selin,Özkan,Tam Buğday Ekmeği,339.84,5,1699.2,2025-05-22 03:00:00+03
27223,Murat,Taş,Karamelli Pasta,380.31,6,2281.86,2025-05-22 03:00:00+03
27286,Elif,Taş,Şöbiyet,120.43,1,120.43,2025-05-22 03:00:00+03
27390,Selin,Doğan,Poğaça,81.09,8,648.72,2025-05-22 03:00:00+03
27392,Ali,Erdoğan,Ispanaklı Börek,132.84,1,132.84,2025-05-22 03:00:00+03
27579,Aslı,Demir,Karamelli Pasta,397.98,2,795.96,2025-05-22 03:00:00+03
27648,Aslı,Yavuz,Simit,111.77,3,335.31,2025-05-22 03:00:00+03
27720,Selin,Şahin,Kadayıf,225.98,9,2033.82,2025-05-22 03:00:00+03
27759,Hüseyin,Yıldız,Çikolatalı Kurabiye,270.98,7,1896.86,2025-05-22 03:00:00+03
27917,Ahmet,Yılmaz,Açma,252.69,2,505.38,2025-05-22 03:00:00+03
28008,Rabia,Yavuz,Ispanaklı Börek,182.82,4,731.28,2025-05-14 03:00:00+03
28071,Aslı,Tekin,Ispanaklı Börek,193.28,9,1739.52,2025-05-14 03:00:00+03
28142,Hatice,Yılmaz,Köy Ekmeği,224.82,1,224.82,2025-05-14 03:00:00+03
28254,Yusuf,Yıldız,Köy Ekmeği,133.36,7,933.52,2025-05-14 03:00:00+03
28338,Kemal,Koç,Kıymalı Börek,306.23,8,2449.84,2025-05-14 03:00:00+03
28367,Cem,Koç,Patatesli Börek,168.69,2,337.38,2025-05-14 03:00:00+03
28381,Hüseyin,Öztürk,Kadayıf,331.59,1,331.59,2025-05-14 03:00:00+03
28385,Ali,Koç,Karamelli Pasta,273.04,6,1638.24,2025-05-14 03:00:00+03
28425,Zeynep,Kılıç,Kıymalı Börek,487.61,7,3413.27,2025-05-14 03:00:00+03
28427,Mehmet,Erdoğan,Kazandibi,474.55,5,2372.75,2025-05-14 03:00:00+03
28441,Fatma,Öztürk,Kıymalı Börek,299.55,9,2695.95,2025-05-14 03:00:00+03
28454,Rabia,Aksoy,Sarma,419.9,9,3779.1,2025-05-14 03:00:00+03
28461,Selin,Arslan,Tereyağlı Kurabiye,186.05,4,744.2,2025-05-14 03:00:00+03
28577,Kemal,Taş,Şöbiyet,172.87,3,518.61,2025-05-14 03:00:00+03
28595,Emine,Taş,Sütlaç,224.87,10,2248.7,2025-05-14 03:00:00+03
28673,Selin,Koç,Açma,315.43,5,1577.15,2025-05-14 03:00:00+03
28827,Mehmet,Yavuz,Poğaça,120.6,5,603.0,2025-05-14 03:00:00+03
28843,Yusuf,Demir,Kuru Pasta,218.67,2,437.34,2025-05-14 03:00:00+03
28865,Hüseyin,Erdoğan,Peynirli Börek,202.13,6,1212.78,2025-05-14 03:00:00+03
28870,Hüseyin,Kılıç,Çikolatalı Pasta,204.83,6,1228.98,2025-05-14 03:00:00+03
28903,Ayşe,Güneş,Revani,103.34,8,826.72,2025-05-14 03:00:00+03
28906,Fatma,Çelik,Çavdar Ekmeği,136.06,7,952.42,2025-05-14 03:00:00+03
28917,Fatma,Yavuz,Simit,129.19,8,1033.52,2025-05-14 03:00:00+03
28946,Cem,Arslan,Köy Ekmeği,221.06,6,1326.36,2025-05-14 03:00:00+03
28947,Murat,Kara,Meyveli Pasta,158.45,4,633.8,2025-05-14 03:00:00+03
28976,Selin,Çelik,Poğaça,209.91,7,1469.37,2025-05-14 03:00:00+03
28977,Elif,Kılıç,Su Böreği,130.88,4,523.52,2025-05-14 03:00:00+03
28989,Yusuf,Doğan,Baklava,319.47,8,2555.76,2025-05-14 03:00:00+03
28997,Ayşe,Güneş,Sarma,449.47,1,449.47,2025-05-14 03:00:00+03
28999,Cem,Yıldız,Yaş Pasta,163.9,5,819.5,2025-05-14 03:00:00+03
29097,Ali,Polat,Pastane Kurabiyesi,293.68,10,2936.8,2025-05-08 03:00:00+03
29182,Hasan,Kılıç,Su Böreği,381.79,6,2290.74,2025-05-08 03:00:00+03
29225,Fatma,Güneş,Tam Buğday Ekmeği,28.07,5,140.35,2025-05-08 03:00:00+03
29266,Rabia,Tekin,Çavdar Ekmeği,198.24,2,396.48,2025-05-08 03:00:00+03
29284,Emine,Polat,Baklava,400.47,9,3604.23,2025-05-08 03:00:00+03
29285,Ahmet,Arslan,Tam Buğday Ekmeği,120.29,5,601.45,2025-05-08 03:00:00+03
29288,Aslı,Özkan,Patatesli Börek,469.54,10,4695.4,2025-05-08 03:00:00+03
29382,Aslı,Yılmaz,Tam Buğday Ekmeği,201.8,5,1009.0,2025-05-08 03:00:00+03
29399,Kemal,Kara,Şöbiyet,410.1,5,2050.5,2025-05-08 03:00:00+03
29401,Aslı,Şahin,Kıymalı Börek,472.5,6,2835.0,2025-05-08 03:00:00+03
29435,Fatma,Özkan,Peynirli Börek,90.49,5,452.45,2025-05-08 03:00:00+03
29442,Kemal,Şahin,Revani,390.79,2,781.58,2025-05-08 03:00:00+03
29483,Hasan,Taş,Kuru Pasta,373.89,9,3365.01,2025-05-08 03:00:00+03
29487,Serkan,Öztürk,Karamelli Pasta,32.79,10,327.9,2025-05-08 03:00:00+03
29530,Serkan,Taş,Sütlaç,285.43,5,1427.15,2025-05-08 03:00:00+03
29567,Serkan,Demir,Kuru Pasta,450.13,6,2700.78,2025-05-08 03:00:00+03
29621,Ali,Şahin,Baklava,356.62,6,2139.72,2025-05-08 03:00:00+03
29638,Mehmet,Doğan,Karamelli Pasta,463.66,6,2781.96,2025-05-08 03:00:00+03
29644,Rabia,Yılmaz,Su Böreği,315.59,1,315.59,2025-05-08 03:00:00+03
29660,Ayşe,Taş,Çikolatalı Kurabiye,338.69,6,2032.14,2025-05-08 03:00:00+03
29690,Emine,Koç,Baklava,443.35,9,3990.15,2025-05-08 03:00:00+03
29722,Hüseyin,Tekin,Kadayıf,68.04,8,544.32,2025-05-08 03:00:00+03
29810,Hatice,Yavuz,Tam Buğday Ekmeği,469.19,4,1876.76,2025-05-08 03:00:00+03
29812,Ali,Özkan,Su Böreği,187.75,4,751.0,2025-05-08 03:00:00+03
29828,Aslı,Yavuz,Çikolatalı Kurabiye,271.28,6,1627.68,2025-05-08 03:00:00+03
29862,Elif,Kılıç,Poğaça,142.38,9,1281.42,2025-05-08 03:00:00+03
29864,Fatma,Yılmaz,Tereyağlı Kurabiye,435.39,5,2176.95,2025-05-08 03:00:00+03
29871,Aslı,Aydın,Çikolatalı Pasta,292.75,1,292.75,2025-05-08 03:00:00+03
29872,Fatma,Yıldız,Peynirli Börek,429.5,10,4295.0,2025-05-08 03:00:00+03
29877,Hüseyin,Aydın,Pastane Kurabiyesi,356.45,10,3564.5,2025-05-08 03:00:00+03
29902,Aslı,Polat,Çikolatalı Pasta,456.44,7,3195.08,2025-05-08 03:00:00+03
29579,Hasan,Polat,Su Böreği,450.46,2,900.92,2025-07-19 03:00:00+03
29600,Hüseyin,Şahin,Peynirli Börek,287.82,2,575.64,2025-07-19 03:00:00+03
